member_name,session_id,model,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,cost_usd,project_name,recorded_at
ben_baldivia,1c4ed685-2188-4c30-a252-03c3fc6bb2f6,claude-opus-4-6,7,394,18234,60009,0.153852,-Users-benbaldivia-dev-2-kiloforge-wt,2026-03-10 03:00:32.792+00
claude,b99a353e-15bd-43a6-b324-eadeb80953a6,claude-opus-4-6,673,49592,983483,22607835,18.69385125,projects,2026-03-10 02:52:11.863+00
samwoo,f63e0016-02e2-44b4-9a20-f1a27b16483b,claude-opus-4-6,52,18807,157157,2406267,2.65579975,projects,2026-03-10 02:48:09.594+00
inkeun,2881aac9-b543-4b33-ac44-29c8cd58219f,gpt-5.4,54041,1609,0,136576,0.2272308,workspace,2026-03-10 02:47:56.162+00
inkeun,57fbd74a-7677-4b54-b0f9-8447cd156b1a,gpt-5.4,16215,429,0,31232,0.0644496,workspace,2026-03-10 02:34:34.268+00
inkeun,ff770b12-5e02-4bcb-8534-7a17125d83cb,gpt-5.4,16873,637,0,47232,0.0743436,workspace,2026-03-10 02:33:55.47+00
claude,dafd8131-b560-4242-b641-aabe5a4aee63,claude-opus-4-6,63,1724,296942,945296,2.3719505,projects,2026-03-10 02:29:26.022+00
hletrd,d772a359-bd13-4e15-9792-6a31bbe2859f,claude-opus-4-6,307,24069,1575377,9465063,15.18189775,-Users-hletrd-git-xylolabs-kb,2026-03-10 02:12:29.064+00
inkeun,6164ae3f-c67b-4cd0-b413-02e32bc39e4d,gpt-5.4,173401,6538,0,759424,0.8461002,workspace,2026-03-10 02:12:20.079+00
inkeun,1e9e2f28-5573-44ba-8685-86cd98d20854,gpt-5.4,16615,1007,0,80768,0.0891804,workspace,2026-03-10 01:34:07.336+00
inkeun,362b3e09-710c-490d-9f19-7756bd4dc8a6,gpt-5.4,16464,405,0,15232,0.0600366,workspace,2026-03-10 01:33:27.353+00
samwoo,54ca79a4-e227-405b-8314-143133f20ef3,claude-opus-4-6,233,57806,569944,15284322,12.650626,projects,2026-03-10 01:33:27.268+00
hletrd,b7470b33-7017-4390-a0e1-397db94ea17b,claude-opus-4-6,3675,226684,4451904,137169515,102.0946325,-Users-hletrd-git-xylolabs-kb,2026-03-10 01:23:46.55+00
inkeun,70fd3011-715e-4efc-bdc7-9810072c5491,gpt-5.4,172399,5241,0,584960,0.7713,workspace,2026-03-10 01:09:51.725+00
hletrd,2dd54bb7-2ef6-417e-aadc-29c46e008eb5,claude-opus-4-6,14,356,76360,151436,0.561938,-Users-hletrd-git,2026-03-10 01:09:13.042+00
hletrd,019cd541-f86c-71b0-8ee0-c652dab0facb,gpt-5.4,15825,400,0,4480,0.054819,BurstPick,2026-03-10 01:00:06.516+00
samwoo,ac315ebe-6abe-4e3e-a9a2-fbdf8bef4dfa,claude-opus-4-6,90,10613,97182,1617623,1.681974,-home-samwoo-github-repos-coc-and-fmea-project,2026-03-10 00:47:50.077+00
ben_baldivia,6aecdf5d-6c2e-4ee2-90ec-55a08fa30cf3,claude-opus-4-6,96,12016,334487,4171485,4.47716625,projects,2026-03-10 00:34:07.125+00
inkeun,ebb508c7-112d-4c8e-ba9b-be66f2781aca,gpt-5.4,31338,478,0,30080,0.110208,workspace,2026-03-10 00:33:33.254+00
inkeun,c5d2a289-a21c-44ce-bfb3-d9598cbddee4,gpt-5.4,15630,179,0,14976,0.0540678,workspace,2026-03-10 00:33:07.256+00
inkeun,071202d7-d205-4504-af2f-1d02926c3933,gpt-5.4,88058,4923,0,517120,0.493155,workspace,2026-03-10 00:32:57.604+00
ben_baldivia,cc49c4d5-8dda-493d-b420-766527cceb83,claude-opus-4-6,39,2578,121623,765268,1.20742275,projects,2026-03-10 00:26:09.315+00
ben_baldivia,4d8d4784-d690-46c4-a417-c4170783da1d,claude-opus-4-6,79,8807,112504,2549144,2.198292,projects,2026-03-10 00:25:11.928+00
ben_baldivia,8c816c8c-c522-4e13-a391-c4f42c67441d,claude-opus-4-6,347,38437,328875,26601225,16.31874125,projects,2026-03-10 00:20:02.576+00
inkeun,60a602ba-744a-4aa7-b438-e71c9fc35fc0,claude-opus-4-6,39,3896,309255,1174567,2.61772225,projects,2026-03-10 00:16:39.467+00
inkeun,782f59f9-ad4d-4843-864a-7e07ffff4074,claude-opus-4-6,5681,2240,298576,410222,2.155616,projects,2026-03-10 00:16:25.258+00
hletrd,019cd517-6361-74b2-8834-919beccc04bc,gpt-5.4,10264,481,0,3456,0.0390438,BurstPick,2026-03-10 00:13:33.812+00
ben_baldivia,a7f0c4dd-da99-4e60-9993-7b82b6f47734,claude-opus-4-6,2824,19443,134712,4746737,3.7155135,projects,2026-03-10 00:10:34.046+00
hletrd,019cd512-b3a6-7980-af67-2ab469058327,gpt-5.4,13023,803,0,5504,0.0527652,BurstPick,2026-03-10 00:08:39.005+00
inkeun,6ffff432-6a93-4d38-8c58-24bde9795364,gpt-5.4,71267,428,0,15360,0.224829,workspace,2026-03-10 00:06:55.665+00
ben_baldivia,9ee8bb76-b826-4bd8-ad8e-4c9e73640ecf,claude-opus-4-6,113,13767,193796,5976983,4.5444565,projects,2026-03-10 00:06:18.448+00
inkeun,932fdc43-4cc9-429f-8693-563b8ae59b25,gpt-5.4,51061,1878,0,118144,0.2167962,workspace,2026-03-10 00:05:58.622+00
ben_baldivia,27c134ad-193b-4320-b362-7ad78aa3c16a,claude-opus-4-6,6,73,19602,12644,0.1306895,projects,2026-03-10 00:03:34.502+00
ben_baldivia,e38dfd95-fafc-4275-84cc-23d03fabfe3f,claude-opus-4-6,93,10663,99536,2795015,2.2866475,projects,2026-03-09 23:57:14.296+00
ben_baldivia,ef646f5e-13be-4495-95f8-4c200a5cf25e,claude-opus-4-6,72,16971,183028,3218375,3.1777475,projects,2026-03-09 23:56:44.798+00
ben_baldivia,a4d1fff0-3088-4b3f-8d3e-e6b53dedc212,claude-opus-4-6,399,60403,543294,34759892,22.2876035,projects,2026-03-09 23:49:47.408+00
inkeun,1e88df09-4f95-497d-baa9-59291bc08aba,gpt-5.4,21179,1110,0,166912,0.1302606,workspace,2026-03-09 23:47:35.572+00
ben_baldivia,ddd5937d-eb37-43e9-a48e-a2f52d1c0727,claude-opus-4-6,5673,96481,1062977,50332397,34.25019475,projects,2026-03-09 23:33:00.38+00
ben_baldivia,bbf30a2b-95fa-44de-aa0d-f29fa373bf49,claude-opus-4-6,1646,31510,342089,12873348,9.37071025,projects,2026-03-09 23:32:30.087+00
inkeun,06188f71-1558-48ca-a323-84a6480a1f86,gpt-5.4,15921,228,0,14720,0.055599,workspace,2026-03-09 23:30:33.48+00
inkeun,28832258-0a9a-4e8a-b0d3-7b2e28a0be43,gpt-5.4,16701,792,0,80896,0.0862518,workspace,2026-03-09 23:30:08.53+00
ben_baldivia,e3cb76b8-d9d5-4804-8845-781c6ae6a966,claude-opus-4-6,2576,59916,603544,26353061,18.4594605,projects,2026-03-09 23:07:24.985+00
ben_baldivia,1aab5ce5-8e0f-41a7-bc83-4e8042750274,claude-opus-4-6,316,56499,726005,24064605,17.98388875,projects,2026-03-09 23:07:12.093+00
ben_baldivia,3ee8fffc-8724-47eb-93fd-9130637766f1,claude-opus-4-6,306,40331,456490,26540993,17.133364,projects,2026-03-09 23:06:55.81+00
inkeun,d26158e6-de3c-46a4-901b-7272b087069b,gpt-5.4,187956,4633,0,725120,0.850899,workspace,2026-03-09 23:06:39.176+00
ben_baldivia,69e96697-3ac5-4dd6-99b3-7e77d9252fe9,claude-opus-4-6,190,32102,286278,14509538,9.8475065,projects,2026-03-09 23:05:33.111+00
ben_baldivia,f9f84379-fd74-45ca-96ed-bfddd79db98b,claude-opus-4-6,113,20732,223629,4382922,4.10800725,projects,2026-03-09 22:57:30.663+00
ben_baldivia,596e3a87-3012-494f-834d-3fa9aff36c29,claude-opus-4-6,140,16620,236272,8479274,6.132537,projects,2026-03-09 22:51:43.815+00
ben_baldivia,48dcaf37-058e-4db8-9205-07eab977635b,claude-opus-4-6,6,65,14556,18514,0.101887,projects,2026-03-09 22:49:00.887+00
ben_baldivia,b4b05d92-2aa7-429c-8f06-239ee2e6ec47,claude-opus-4-6,176,23269,244696,12267235,8.2455725,projects,2026-03-09 22:48:10.092+00
ben_baldivia,953ef0ef-03ea-4c96-b16a-7364c8dcb80c,claude-opus-4-6,6,85,13846,18514,0.0979495,projects,2026-03-09 22:41:40.958+00
inkeun,430d57de-4534-42e7-8edd-a17191b6e48c,claude-opus-4-6,14,1176,117632,193568,0.861454,projects,2026-03-09 22:38:34.127+00
ben_baldivia,b5ab2fbf-9654-48a6-9f02-e20366189ae7,claude-opus-4-6,217,33164,379025,20090350,13.24426625,projects,2026-03-09 22:36:06.215+00
ben_baldivia,7f3197b5-6d0d-4457-8f8a-2d2573eba7f8,claude-opus-4-6,151,22722,322147,12859211,9.01182925,projects,2026-03-09 22:35:50.78+00
inkeun,02b7ded4-3a70-486e-94d4-f9ee3fe70e79,gpt-5.4,15646,206,0,14976,0.0545208,workspace,2026-03-09 22:29:54.572+00
inkeun,9ca03b94-fc6e-406d-b4d5-be32c63b179c,gpt-5.4,15370,472,0,30336,0.0622908,workspace,2026-03-09 22:29:34.938+00
ben_baldivia,ba1b5e42-2475-4c01-9131-dc6d05d59cf1,claude-opus-4-6,5186,90621,644418,40568774,26.6034545,projects,2026-03-09 22:23:30.141+00
ben_baldivia,dc5ed4c4-e983-4d7c-9c69-81352e7353e3,claude-opus-4-6,6,69,19716,12644,0.131302,projects,2026-03-09 22:20:59.05+00
ben_baldivia,5b3d2a8a-019c-4357-a533-9239d55125a3,claude-opus-4-6,128,12395,215080,6190121,4.7498255,projects,2026-03-09 22:12:51.698+00
ben_baldivia,e575cd94-bf65-459f-9e6e-f956bfffe431,claude-opus-4-6,278,46875,486020,23320941,15.8713605,projects,2026-03-09 22:12:24.482+00
inkeun,a6117724-361d-46e5-a81d-487f37389ca3,gpt-5.4,172332,5243,0,672128,0.7972794,workspace,2026-03-09 22:04:56.906+00
inkeun,9c2434cb-8b64-4616-9e53-783a724c31b6,gpt-5.4,38288,4577,0,295552,0.2721846,workspace,2026-03-09 22:03:17.103+00
ben_baldivia,1915477d-395b-4689-80f4-002914f9058a,claude-opus-4-6,17,2577,60530,248348,0.5669965,projects,2026-03-09 22:02:00.68+00
inkeun,7fe7211b-26bd-42e4-b3bf-b84dbaf9017e,gpt-5.4,155222,3787,0,445952,0.6562566,workspace,2026-03-09 22:01:50.858+00
ben_baldivia,b8654dcd-b0ba-4f07-b776-462867c9b779,claude-opus-4-6,17,1272,25266,225490,0.3025425,projects,2026-03-09 21:57:00.981+00
ben_baldivia,04ca0844-b590-4125-93ef-d3c52f0016fc,claude-opus-4-6,14,810,39207,150990,0.34085875,projects,2026-03-09 21:56:05.036+00
inkeun,7ff2df69-9b9f-40c4-bcd5-4b74a29d3bc0,gpt-5.4,15549,231,0,15104,0.0546432,workspace,2026-03-09 21:29:30.586+00
inkeun,45c0e38c-36ae-4645-99f7-81de32df6694,gpt-5.4,46583,536,0,15616,0.1524738,workspace,2026-03-09 21:29:10.869+00
inkeun,dc13453d-4942-4483-83dd-c1a8a477a7eb,gpt-5.4,50836,1265,0,115584,0.2061582,workspace,2026-03-09 21:05:48.616+00
inkeun,bbabcb8f-52ba-4bcc-a27f-c68a3b3da5f1,gpt-5.4,175316,1521,0,141184,0.5911182,workspace,2026-03-09 20:59:55.255+00
inkeun,bbe81b20-47a8-4aab-993e-113d8565488c,gpt-5.4,28048,2048,0,289536,0.2017248,workspace,2026-03-09 20:48:16.257+00
inkeun,46b50d41-0882-438d-b9b1-613da3044e2c,gpt-5.4,30647,216,0,0,0.095181,workspace,2026-03-09 20:29:07.628+00
inkeun,a2dad5a6-2129-47a0-8bb3-c637b3e2268e,gpt-5.4,30661,537,0,30464,0.1091772,workspace,2026-03-09 20:28:47.994+00
ben_baldivia,b2659879-632a-4015-b941-a808829c95b9,claude-opus-4-6,56,3206,57000,628239,0.7507995,projects,2026-03-09 20:04:00.83+00
ben_baldivia,786a5695-a8c4-4864-90bc-1f44d143156c,claude-opus-4-6,3,208,6046,24716,0.0553605,projects,2026-03-09 20:01:32.93+00
inkeun,abb53bdf-ff36-4ee2-98ae-ec82ceaf9454,gpt-5.4,80573,3978,0,653056,0.4973058,workspace,2026-03-09 19:59:03.421+00
ben_baldivia,59a9f739-4293-4118-9187-817559f3c989,claude-opus-4-6,60,819,19730,198162,0.2431685,projects,2026-03-09 19:56:34.673+00
ben_baldivia,5c0e0370-e5e2-464e-8a47-5d7e147c04d6,claude-opus-4-6,1204,233188,1907878,100079286,67.7996005,projects,2026-03-09 19:38:46.458+00
inkeun,3773006b-384d-45d0-a107-37f6e5dc71be,gpt-5.4,30733,380,0,0,0.097899,workspace,2026-03-09 19:28:39.603+00
inkeun,b3f7429f-1225-4694-be95-e11529151daf,gpt-5.4,30871,523,0,30208,0.1095204,workspace,2026-03-09 19:28:19.058+00
inkeun,53a5117e-8bd3-40d1-a8fe-de19cd4ce3f4,gpt-5.4,262804,4259,0,540544,1.0144602,workspace,2026-03-09 18:57:25.498+00
inkeun,3f6cdb39-6935-4449-bdff-817256de8959,gpt-5.4,15647,209,0,14976,0.0545688,workspace,2026-03-09 18:28:13.122+00
inkeun,dd62dc0f-4756-422b-9974-f74ed74b976d,gpt-5.4,15408,561,0,30336,0.0637398,workspace,2026-03-09 18:27:46.105+00
claude,77e6c8e1-a658-42ac-8148-dc4fd0cd50bc,claude-opus-4-6,1459,63302,1442887,52734970,36.97537375,projects,2026-03-09 18:16:54.819+00
inkeun,f1cab32b-f9e2-4423-bb93-0edeede9c425,gpt-5.4,50418,1676,0,166144,0.2262372,workspace,2026-03-09 18:06:02.298+00
inkeun,9ea1186e-866b-4913-83f9-2b56094c9b6d,gpt-5.4,94643,3648,0,153728,0.3847674,workspace,2026-03-09 17:55:28.625+00
claude,0864fa1c-d34e-40b7-b1b1-eb0ccc0180a0,claude-opus-4-6,167,21538,248925,5551421,4.87077675,projects,2026-03-09 17:49:35.781+00
inkeun,66bd25a4-c681-40a4-aebd-c0d98656e17a,gpt-5.4,24285,2013,0,227328,0.1712484,workspace,2026-03-09 17:48:10.474+00
inkeun,69b95b0d-5afa-44c3-a1e7-5d73af6b0c38,gpt-5.4,30610,223,0,0,0.095175,workspace,2026-03-09 17:27:49.644+00
inkeun,2807e545-70a3-42ec-bbb8-16502597f48e,gpt-5.4,46380,506,0,15744,0.1514532,workspace,2026-03-09 17:27:20.479+00
inkeun,266e88b2-5f8a-402d-a8c9-7d83c618f3a0,gpt-5.4,352096,3775,0,228224,1.1813802,workspace,2026-03-09 16:54:20.615+00
inkeun,10618fa9-4e58-4579-8cb4-c84c2eff7859,gpt-5.4,15562,272,0,15104,0.0552972,workspace,2026-03-09 16:27:32.865+00
inkeun,756ace00-3aca-47e7-9dce-6b1b4df2b23e,gpt-5.4,30581,355,0,14976,0.1015608,workspace,2026-03-09 16:26:51.419+00
claude,db673a63-08c2-4eab-90b8-4f65eec1ff31,claude-opus-4-6,1452,149865,3976896,49514089,53.3665295,projects,2026-03-09 16:16:12.918+00
inkeun,c820eaef-813f-4159-a406-2be0d905af11,gpt-5.4,15252,253,0,0,0.049551,workspace,2026-03-09 15:51:33.113+00
inkeun,418b80d7-ebc5-46ee-b03b-5d14ad7de084,gpt-5.4,15603,276,0,15104,0.0554802,workspace,2026-03-09 15:27:13.741+00
inkeun,9b079f2e-66e4-4dda-aae0-e7d437cec522,gpt-5.4,31632,837,0,46592,0.1214286,workspace,2026-03-09 15:26:27.511+00
inkeun,a0a55340-217a-4a80-8e64-240c04f82e23,gpt-5.4,49560,1802,0,164096,0.2249388,workspace,2026-03-09 15:06:04.738+00
inkeun,543a0dad-0cae-4931-9289-a47a91cda1c5,gpt-5.4,153333,3518,0,335744,0.6134922,workspace,2026-03-09 14:51:12.74+00
inkeun,b6dcdfe3-c1c3-4ff6-b7f1-f85878499e6a,gpt-5.4,48853,2211,0,251264,0.2551032,workspace,2026-03-09 14:48:09.48+00
inkeun,9201b7c0-d429-4a67-be81-059edc01a0b9,gpt-5.4,15885,399,0,15232,0.0582096,workspace,2026-03-09 14:26:56.914+00
inkeun,0d45adb7-1aac-4b4c-ad66-389857d575a9,gpt-5.4,30750,535,0,15104,0.1048062,workspace,2026-03-09 14:25:54.922+00
jaeyoon,877131a5-c455-4f77-82d1-6e50b21ea0c6,claude-opus-4-6,680,51126,3239356,21603915,32.3294825,projects,2026-03-09 14:18:23.514+00
inkeun,9e7cd193-7f2a-43f2-a8d1-9555da996d5e,claude-opus-4-6,308,59619,250216,14642909,10.3773195,projects,2026-03-09 14:16:37.888+00
jaeyoon,d2a9ef35-2339-4ec7-8683-894df26e85f8,claude-opus-4-6,246,9770,257318,4644930,4.1761825,projects,2026-03-09 13:58:07.354+00
samwoo,b69e3de2-96f2-4d98-b94d-8f8a5cc60eee,claude-opus-4-6,108,10382,190515,1885473,2.39354525,projects,2026-03-09 13:57:52.866+00
inkeun,57734d1f-7eb0-4a60-8ad7-57acbd79fae7,gpt-5.4,15556,220,0,15104,0.0544992,workspace,2026-03-09 13:56:57.066+00
inkeun,52c124de-1ad1-4bf3-8b80-1407a7f690ce,gpt-5.4,78314,4256,0,518144,0.4542252,workspace,2026-03-09 13:49:40.442+00
inkeun,75a4f111-0c07-4fa3-ab14-87f3b285c17b,gpt-5.4,15642,192,0,14976,0.0542988,workspace,2026-03-09 13:26:56.136+00
inkeun,0afae571-b9e4-4de8-b698-08bb51dba684,gpt-5.4,47213,706,0,15104,0.1567602,workspace,2026-03-09 13:25:13.745+00
inkeun,2f7ae533-681a-4b72-b90b-6a4ffa5ec9c4,gpt-5.4,32866,521,0,15232,0.1109826,workspace,2026-03-09 12:57:01.523+00
ben_baldivia,524bcd67-f535-484d-8465-03595d1f7636,claude-opus-4-6,6,18,18956,12644,0.125277,projects,2026-03-09 12:48:31.797+00
inkeun,c699bfc9-3bdc-4328-986d-385ef639cd8d,gpt-5.4,15252,189,0,0,0.048591,workspace,2026-03-09 12:44:34.382+00
ben_baldivia,4d5a229c-13a3-41e9-b09f-21098580fa98,claude-opus-4-6,7,482,35239,49245,0.25695125,projects,2026-03-09 12:41:41.899+00
김선후,1d61b5f3-41a9-4576-83c8-2c654b3cfaf8,claude-opus-4-6,123,8494,118045,1175606,1.53854925,C--Project-game-ai-learning-loop,2026-03-09 12:37:57.513+00
inkeun,b1a2d8a2-c749-47d1-8870-3399fafeef60,gpt-5.4,15539,211,0,15104,0.0543132,workspace,2026-03-09 12:26:59.548+00
inkeun,6c4384bc-32cc-48ec-b4c0-a0496c57fa02,gpt-5.4,15442,606,0,45952,0.0692016,workspace,2026-03-09 12:24:47.166+00
ben_baldivia,1e4e41c7-0d99-447a-8be5-b3dd56e8c62f,claude-opus-4-6,195,36130,367351,14973709,10.68702325,-Users-benbaldivia-dev-lmf-wt-architect-1,2026-03-09 12:13:05.112+00
hletrd,20a62b49-c903-4d60-847a-1279529e066d,claude-opus-4-6,318,52138,754427,8985468,10.51294275,-Users-hletrd-git-knowledge,2026-03-09 12:08:37.621+00
inkeun,3866b9b8-9310-4ee5-958a-f9015eda3e66,gpt-5.4,50294,2210,0,262784,0.2628672,workspace,2026-03-09 12:06:21.304+00
inkeun,e2538bdf-742f-44e0-9060-56ecc9af3d59,gpt-5.4,16074,188,0,30208,0.0601044,workspace,2026-03-09 11:56:59.926+00
inkeun,9bbbe54a-d299-43f6-b1ca-b256e4e05e04,claude-opus-4-6,51,5015,174100,1398822,1.913166,projects,2026-03-09 11:56:23.884+00
claude,40ab710a-9087-4453-b924-d21a9fb1df17,claude-opus-4-6,519,44107,688193,17480463,14.14670775,projects,2026-03-09 11:54:47.884+00
claude,4f506dd0-2290-4e60-a5e4-cafd51bcbab9,claude-opus-4-6,1916,7721,312713,4550138,4.43213025,projects,2026-03-09 11:51:00.859+00
inkeun,4265ea50-6797-4257-893d-b542873a6777,gpt-5.4,21411,1309,0,157056,0.1309848,workspace,2026-03-09 11:47:30.034+00
inkeun,606f8579-3111-45ee-9264-f105399f5cda,gpt-5.4,250400,5067,0,713728,1.0413234,workspace,2026-03-09 11:44:17.082+00
inkeun,96a39434-9814-43a6-8af3-d24590c463c8,gpt-5.4,15157,297,0,15104,0.0544572,workspace,2026-03-09 11:24:21.548+00
hletrd,e2ebed5e-8de9-4217-8e00-63779f946595,claude-opus-4-6,14253,416736,8543770,199810661,163.793558,-Users-hletrd-git-xylolabs-panel-demo,2026-03-09 11:11:29.576+00
김선후,4dc9e688-7d7d-4c20-8111-e3f7147dd57b,claude-opus-4-6,6066,25559,191358,4635521,4.183053,C--Project-AI-Academy-Project,2026-03-09 11:09:31.956+00
inkeun,0d88f60f-b8e9-4e67-a41a-eb8c7b49ac9b,gpt-5.4,51132,2937,0,112128,0.2310894,workspace,2026-03-09 11:01:08.619+00
inkeun,6b54964e-4aba-4db8-9add-a06f702d3cf4,gpt-5.4,15893,380,0,15232,0.0579486,workspace,2026-03-09 10:56:39.512+00
inkeun,572ef724-f2dc-4e13-a78c-82d3c4f04c1f,gpt-5.4,170551,5188,0,517632,0.7447626,workspace,2026-03-09 10:42:06.346+00
inkeun,577efef8-d0b4-4874-b4ea-9aee30e92383,gpt-5.4,15800,547,0,46336,0.0695058,workspace,2026-03-09 10:24:05.986+00
hletrd,e0a13c9d-4d50-4ada-bbe9-3d71ac0b604c,claude-opus-4-6,1076,61715,2423943,36012037,34.70391725,-Users-hletrd-git-online-judge,2026-03-09 10:15:01.455+00
inkeun,13f08b6d-f63c-4549-94e6-e782dcb084b9,gpt-5.4,16689,491,0,31488,0.0668784,workspace,2026-03-09 09:56:13.952+00
cyjun0304,82041c2f-5c19-4204-83d8-d8dbc553ca37,claude-opus-4-6,46,3393,38033,430833,0.53817775,-home-cyjun0304-CostNav,2026-03-09 09:49:48.457+00
김성민,1a935107-d793-46c0-8702-761631ecf682,claude-opus-4-6,204,8707,589464,3467675,5.6366825,-home-khemoo-pt-simul,2026-03-09 09:47:47.728+00
cyjun0304,9668fbec-d37c-4f2c-99a1-3557a79c36b3,claude-opus-4-6,13,934,43452,208258,0.399119,-mnt-home-cyjun0304-projects-sketchdrive-lidar,2026-03-09 09:46:08.492+00
hletrd,2556ed78-d83e-4dd2-8981-d8dd0bcec967,claude-opus-4-6,41,2031,109919,529651,1.00279925,-Users-hletrd-git-computerprogramming2026,2026-03-09 09:46:04.298+00
hletrd,a5ebe05f-da91-492d-9e63-41589dea3024,claude-opus-4-6,51,1299,65317,431933,0.65692775,-Users-hletrd-git-travelback,2026-03-09 09:45:03.306+00
김성민,01930a49-1ac9-4b41-8f3d-3e9893d8e302,claude-opus-4-6,78,16894,241001,2135057,2.99652475,-home-khemoo,2026-03-09 09:42:59.693+00
hletrd,74cceae0-4d55-4514-9818-0f727a22894b,claude-opus-4-6,57,1791,110977,460855,0.96909375,-Users-hletrd-git-travelback,2026-03-09 09:40:53.211+00
hletrd,74cceae0-4d55-4514-9818-0f727a22894b,claude-haiku-4-5-20251001,54,2232,195357,402810,0.29569125,-Users-hletrd-git-travelback,2026-03-09 09:40:25.964+00
cyjun0304,85a365b2-dd30-4f21-8edf-d91f556346c8,claude-opus-4-6,32685,17607,184106,3918243,3.713384,-mnt-home-cyjun0304-projects-worv-data-collection,2026-03-09 09:40:06.865+00
inkeun,0edfdd70-b689-416e-ba74-600c0cd42bad,gpt-5.4,15252,230,0,0,0.049206,workspace,2026-03-09 09:37:54.804+00
inkeun,19d41fdb-2fae-4ca5-a9c4-35369fb6762d,gpt-5.4,30275,369,0,0,0.09636,workspace,2026-03-09 09:23:37.633+00
jaeyoon,d7ec040d-db8e-457c-b4cd-54f76937594d,claude-opus-4-6,33,1894,46442,306250,0.4909025,projects,2026-03-09 09:15:37.882+00
inkeun,825334a9-3204-447d-8154-dd84f2a20a78,gpt-5.4,48581,1598,0,112128,0.2033514,workspace,2026-03-09 09:06:00.979+00
inkeun,67c9f10a-a5e9-435c-aa02-efb4e3defd61,gpt-5.4,15553,231,0,15104,0.0546552,workspace,2026-03-09 08:55:46.659+00
inkeun,f72dd1f9-6575-4a6e-a65c-872d7d829c9a,gpt-5.4,51422,1158,0,99584,0.2015112,workspace,2026-03-09 08:47:50.005+00
ben_baldivia,90c40571-171d-4a64-9c48-748da3c115f3,claude-opus-4-6,126,18707,372696,4538912,5.067111,projects,2026-03-09 08:43:02.735+00
hletrd,4527795b-50b6-4c2a-8e2c-15ce18bd8c6a,claude-opus-4-6,242,12486,188474,4237368,3.6100065,-Users-hletrd-git-aloha-2,2026-03-09 08:38:32.873+00
inkeun,aa64b1d0-7957-4184-a251-39e489838d97,gpt-5.4,199274,4039,0,553856,0.8245638,workspace,2026-03-09 08:37:39.655+00
jaeyoon,d271a466-45df-4689-a8b4-9f9535a55787,claude-opus-4-6,1663,122117,2364482,54855464,45.2669845,projects,2026-03-09 08:35:35.555+00
김선후,24339d34-f456-4657-8be1-09702ee39b4b,claude-opus-4-6,134,76949,234995,5275950,6.03108875,C--Project-worv-sales,2026-03-09 08:29:46.507+00
inkeun,4597e440-feea-4d22-b5b9-41f0320dab36,gpt-5.4,16700,487,0,31360,0.066813,workspace,2026-03-09 08:25:49.76+00
cyjun0304,69d625cc-e230-4e42-b297-924b46cd7484,claude-opus-4-6,30,1403,75808,236022,0.627036,-mnt-home-cyjun0304-projects-sketchdrive-lidar,2026-03-09 08:23:36.245+00
inkeun,fa9e5890-56b1-4f2e-b74b-3303d6619bd3,gpt-5.4,16444,739,0,48000,0.074817,workspace,2026-03-09 08:23:19.284+00
claude,8852a63e-c521-462d-ae51-3b346ecf983f,claude-opus-4-6,1697,121206,2119481,61084339,46.82756075,projects,2026-03-09 08:22:07.77+00
ben_baldivia,e1a39958-63e6-46ac-a528-a9878bd0b1dc,claude-opus-4-6,3,200,6191,24860,0.05613875,projects,2026-03-09 08:17:10.432+00
hletrd,5f83fdca-dbc1-4640-9ab8-e523744ecc33,claude-opus-4-6,292,23268,342121,5554441,5.49863675,-Users-hletrd-git-aloha-2,2026-03-09 08:06:13.197+00
hletrd,411247a3-7406-4f4f-8d65-94efeb2482eb,claude-opus-4-6,48,1188,179248,513923,1.4072015,-Users-hletrd-git-G2,2026-03-09 08:04:58.733+00
cyjun0304,98cbaa7f-7b2a-49e1-9c16-a1291f15179f,claude-opus-4-6,11,710,11227,93548,0.13474775,-home-cyjun0304-CostNav,2026-03-09 08:00:56.033+00
ben_baldivia,ad868760-71b1-4f50-af70-ae3a29c045ab,claude-opus-4-6,27631,83750,1128469,42702995,30.63633375,projects,2026-03-09 07:58:11.797+00
ben_baldivia,191f6362-5c15-4d22-8455-ba72311e7bb1,claude-opus-4-6,347,35489,425738,14700976,10.9003105,projects,2026-03-09 07:57:55.753+00
inkeun,351ca0aa-5431-4a22-a6c1-fe2f670176eb,gpt-5.4,15554,223,0,15104,0.0545382,workspace,2026-03-09 07:55:51.662+00
cyjun0304,4fdfcdf3-b721-4445-baf8-13c638d3bb17,claude-opus-4-6,6,72,9604,18832,0.071271,-home-cyjun0304-CostNav,2026-03-09 07:54:49.606+00
ben_baldivia,bd99637c-41fb-49d2-9b75-bc480dbaa93f,claude-opus-4-6,6,63,19926,12644,0.1324645,projects,2026-03-09 07:52:55.329+00
hletrd,436fb4b0-9779-4806-90fb-3ce7208f4b71,claude-opus-4-6,1055,70401,837206,37564714,25.7801945,-Users-hletrd-git-xylolabs-kb,2026-03-09 07:51:23.71+00
claude,f17b1984-f244-4787-b366-70f45a07af55,claude-opus-4-6,42,1237,231973,580142,1.77103725,projects,2026-03-09 07:47:28.287+00
